ArticleNo,Relevant?,Strong dummy,Unsure_int,Sure,Study,PubYear,Title,Pblshd?,Publication series name (text),Estimate,SE,t-stats,z-stats,p-value,EstimPage,Estimate,SE,t-stats,z-stats,p-value,Effect on DV + page (text),Shock/change in IV + page (text),EstimPreference,Multiplicator to obtain estimates in points (number),,,lagged (t-1),lagged (t-x)?,Event window start,Event window end,Length of the CAR period,day average,months (0/1),Event Start,Event End,Event_symmetry,Event_start_end_adj,Event Length,0_0,-1_0,0_1,-1_1,-3_0,0_3,-3_3,-7_0,0_7,-7_7,-14_0,0_14,-14_14,-30_0,0_30,-30_30,Type of event,Whatever comes first,Initial press annoucement,Proxy mailing date,Shareholder meeting date,13D/13G filing,Decision,Focus List,LetterDay,ThresholdReach,Objective,All,General undervaluation,Performance + governance,Governance - general,Governance - seats,Governance - rescind,Governance - renumeration,Governance - voting,Governance - other,Capital Structure,Business Strategy,Sale,Other,Outcome,Outcome - success,Outcome - unuccessful,Outvome - NA,DV (text),DV page,Market model,market-adjusted returns,FF,BHAR,Rovnice,Equal-weighted,Value-weighted,IV (text),IV page,Type of activist (text),hedge fund activism,Calpers,Other pension funds/institutions,Coalition of institutions,By individuals,Coalition/group of individuals,All,Group,Type of activism (text),ActivismAll,Proposals,Negotiation,Proxy,Prop_Neg/Proxy,Prop+Neg+Proxy,Litigation,ActivismOther,IV more vars,datastart_y,dataend_y,datastart_mqh,dataend_mqh,Midyear,Length,Sample size,Daily,Monthly,Data source,Region (text),Number of countries (text),Number of firms/events,Subsample specification (text),US,Germany,Europe,Asia,Model and page (text),SE clustered/robust,SE adjustment (text),Control variables + page (text),RoA,Size,Dynamic,Estimation methodology (text),OLS,IV,Panel FE,Otherest,Impact,Cit,First year in GS,Region (text),Midyear,Concatenate,English-origin,French-origin,German-origin,Scandinavian-origin,antidirector rights,Regulatory disclosure threshold,Rule_of_Law,Cap_GDP,HHI,Sarbanes_Oxley
48,Rovnice,1,0,1,El Khatib et al,2017,Impact of Shareholder Proposals on the Functioning of the Market for Corporate Control,1,The Financial Review,-1.9900000000000001E-2,1.01930534875156E-2,,,5.1999999999999998E-2,21,-1.9900000000000002,1.01930534875156,,,,"p22: Based on Model 1, target companies with previous shareholder proposals earn approximately 7.2% lower abnormal acquisition returns compared to the targets with no proposals.",,,1,-1.9900000000000002,1.01930534875156,0,0,-5,5,11,,0,-5,5,1,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"p18: We measure the impact of acquisition during the [−5, +5] window surrounding the takeover announcement.",0,0,0,0,0,1,0,0,0,p21: takeover related,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,1,p18: We employ a standard event study methodology based on the market model and using returns on the CRSP equally weighted portfolio to calculate the cumulative abnormal returns (CARs) for targets surrounding the merger announcement.,p18,0,0,0,0,1,1,0,p21: takeover related,p21,NA,0,0,0,0,0,0,1,0,p20: shareholder proposals,0,1,0,0,0,0,0,0,0,1996,2009,1,12,2002.5,,255,1,0,"p5: Georgeson’s annual reviews from 1996 to 2009, which covers the companies from the S&P 1500 index.",US,1,255,p21: takeover related,1,0,0,0,p21: simple,1,heterosc. Consistent p-vals,"p20,21: Size, Tobin’s Q, Profitability, Leverage, Merger Wave, Proposal",1,1,0,p20: OLS,1,0,0,0,0.113,0,2017,US,2002.5,"US2002,5",1,0,0,0,5,0.05,1.4877359999999999,112.79281350755983,7.2890968082523128E-2,1
48,Rovnice,1,0,1,El Khatib et al,2017,Impact of Shareholder Proposals on the Functioning of the Market for Corporate Control,1,The Financial Review,-2.2000000000000001E-3,7.8679445288765901E-3,,,0.78,21,-0.22,0.78679445288765903,,,,"p22: Based on Model 1, target companies with previous shareholder proposals earn approximately 7.2% lower abnormal acquisition returns compared to the targets with no proposals.",,,1,-0.22,0.78679445288765903,0,0,-5,5,11,,0,-5,5,1,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"p18: We measure the impact of acquisition during the [−5, +5] window surrounding the takeover announcement.",0,0,0,0,0,1,0,0,0,"p6: Antitakeover devices, Voting issues, Board and committee independence issues, Other governance issues, Sell the company",1,0,0,0,0,0,0,0,0,0,0,0,0,p21: Win,1,0,0,p18: We employ a standard event study methodology based on the market model and using returns on the CRSP equally weighted portfolio to calculate the cumulative abnormal returns (CARs) for targets surrounding the merger announcement.,p18,0,0,0,0,1,1,0,p21: Win,p21,NA,0,0,0,0,0,0,1,0,p20: shareholder proposals,0,1,0,0,0,0,0,0,0,1996,2009,1,12,2002.5,,255,1,0,"p5: Georgeson’s annual reviews from 1996 to 2009, which covers the companies from the S&P 1500 index.",US,1,255,p21: Win,1,0,0,0,p21: simple,1,heterosc. Consistent p-vals,"p20,21: Size, Tobin’s Q, Profitability, Leverage, Merger Wave, Proposal",1,1,0,p20: OLS,1,0,0,0,0.113,0,2017,US,2002.5,"US2002,5",1,0,0,0,5,0.05,1.4877359999999999,112.79281350755983,7.2890968082523128E-2,1
49,Odhad,0,0,1,Brav et al,2010,Hedge Fund Activism: A Review,1,Foundations and Trends in Finance,5.0439999999999996,,7.31,,,37,5.0439999999999996,,7.31,,,"p38: With equal weighting, the event month window alpha is 5.04% (significant at less than the 1% level).",,,0.01,5.0439999999999996,0.69001367989056084,0,0,0,0,1,,1,0,0,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"p31: The event date is defined as the Schedule 13D filing date if available, or the first announcement of targeting if the hedge fund ownership stake is lower than 5% (and hence no Schedule 13D was filed).",1,0,0,0,0,0,0,0,0,"p16: General undervaluation/maximize shareholder value, Capital structure, Business strategy, Sale of target company, Governance",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,"p37: estimates of factor loading on the Fama–French size and book-to-market factors, and the Carhart momentum factor",p37,0,0,1,0,0,1,0,NA,NA,p37: hedge fund activism,1,0,0,0,0,0,0,0,"p17: ditrect negotiation, shareholder proposal, proxy contest, suing the company, takeover bid",1,0,0,0,0,0,0,0,0,2001,2007,,,2004,,1172,0,1,p14: data for events from 2001 to 2006 are obtained from Brav et al. (2008a); and data for events in 2007 are hand-collected using the same procedure and criteria.,US,1,1172,full sample,1,0,0,0,p37: FF,0,0,0,0,1,1,p37: OLS (probably),1,0,0,0,1.4550000000000001,328,2009,US,2004,US2004,1,0,0,0,5,0.05,1.6054029999999999,133.65063309930628,6.8914176327028898E-2,1
49,Odhad,0,0,1,Brav et al,2010,Hedge Fund Activism: A Review,1,Foundations and Trends in Finance,3.2970000000000002,,4.6900000000000004,,,37,3.2970000000000002,,4.6900000000000004,,,"p38: With equal weighting, the event month window alpha is 5.04% (significant at less than the 1% level).",,,0.01,3.2969999999999997,0.70298507462686555,0,0,0,0,1,,1,0,0,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"p31: The event date is defined as the Schedule 13D filing date if available, or the first announcement of targeting if the hedge fund ownership stake is lower than 5% (and hence no Schedule 13D was filed).",1,0,0,0,0,0,0,0,0,"p16: General undervaluation/maximize shareholder value, Capital structure, Business strategy, Sale of target company, Governance",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,"p37: estimates of factor loading on the Fama–French size and book-to-market factors, and the Carhart momentum factor",p37,0,0,1,0,0,0,1,NA,NA,p37: hedge fund activism,1,0,0,0,0,0,0,0,"p17: ditrect negotiation, shareholder proposal, proxy contest, suing the company, takeover bid",1,0,0,0,0,0,0,0,0,2001,2007,,,2004,,1172,0,1,p14: data for events from 2001 to 2006 are obtained from Brav et al. (2008a); and data for events in 2007 are hand-collected using the same procedure and criteria.,US,1,1172,full sample,1,0,0,0,p37: FF,0,0,0,0,1,1,p37: OLS (probably),1,0,0,0,1.4550000000000001,328,2009,US,2004,US2004,1,0,0,0,5,0.05,1.6054029999999999,133.65063309930628,6.8914176327028898E-2,1
50,Rovnice,0,0,1,Cunat,2012,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1,The Journal of Finance,9.2199999999999997E-4,9.2400000000000002E-4,,,,20,9.2199999999999997E-4,9.2400000000000002E-4,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1,9.219999999999999E-2,9.2399999999999996E-2,0,0,0,0,1,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p20: meeting t = 0 on whether the proposal passed,0,0,0,1,0,0,0,0,0,p7: Governance Proposals,0,0,0,1,0,0,0,0,0,0,0,0,0,success,1,0,0,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p20,0,0,0,0,1,0,1,p20: pass,p20,not mentoned,0,0,0,0,0,0,1,0,p7: governance proposals,0,1,0,0,0,0,0,0,0,1997,2007,,,2002,,3904,1,0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2007,US,1,3904,All Votes,1,0,0,0,p20: simple model,1,p20: st errors are clustered by firm,NA,0,0,1,P20: year fe,0,0,1,0,2.2789999999999999,404,2010,US,2002,US2002,1,0,0,0,5,0.05,1.4359550000000001,101.07906386375014,7.3470288824136948E-2,0
50,Rovnice,0,0,1,Cunat,2012,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1,The Journal of Finance,-7.1000000000000005E-5,1.1999999999999999E-3,,,,20,-7.1000000000000005E-5,1.1999999999999999E-3,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1,-7.1000000000000004E-3,0.12,0,0,0,0,1,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p20: meeting t = 0 on whether the proposal passed,0,0,0,1,0,0,0,0,0,p7: Governance Proposals,0,0,0,1,0,0,0,0,0,0,0,0,0,success,1,0,0,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p20,0,0,0,0,1,0,1,p20: pass,p20,not mentoned,0,0,0,0,0,0,1,0,p7: governance proposals,0,1,0,0,0,0,0,0,0,1997,2007,,,2002,,2990,1,0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2008,US,1,2990,Nonclose votes ,1,0,0,0,p20: simple model,1,p20: st errors are clustered by firm,NA,0,0,1,P20: year fe,0,0,1,0,2.2789999999999999,404,2010,US,2002,US2002,1,0,0,0,5,0.05,1.4359550000000001,101.07906386375014,7.3470288824136948E-2,0
50,Rovnice,0,0,1,Cunat,2012,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1,The Journal of Finance,2.3E-3,1.6299999999999999E-3,,,,20,2.3E-3,1.6299999999999999E-3,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1,0.22999999999999998,0.16300000000000001,0,0,0,0,1,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p20: meeting t = 0 on whether the proposal passed,0,0,0,1,0,0,0,0,0,p7: Governance Proposals,0,0,0,1,0,0,0,0,0,0,0,0,0,success,1,0,0,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p20,0,0,0,0,1,0,1,p20: pass,p20,not mentoned,0,0,0,0,0,0,1,0,p7: governance proposals,0,1,0,0,0,0,0,0,0,1997,2007,,,2002,,909,1,0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2009,US,1,909,beyond 10 points from treshold,1,0,0,0,p20: simple model,1,p20: st errors are clustered by firm,NA,0,0,1,P20: year fe,0,0,1,0,2.2789999999999999,404,2010,US,2002,US2002,1,0,0,0,5,0.05,1.4359550000000001,101.07906386375014,7.3470288824136948E-2,0
50,Rovnice,0,0,1,Cunat,2012,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1,The Journal of Finance,7.6099999999999996E-3,2.5600000000000002E-3,,,,20,7.6099999999999996E-3,2.5600000000000002E-3,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1,0.76100000000000001,0.25600000000000001,0,0,0,0,1,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p20: meeting t = 0 on whether the proposal passed,0,0,0,1,0,0,0,0,0,p7: Governance Proposals,0,0,0,1,0,0,0,0,0,0,0,0,0,success,1,0,0,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p20,0,0,0,0,1,0,1,p20: pass,p20,not mentoned,0,0,0,0,0,0,1,0,p7: governance proposals,0,1,0,0,0,0,0,0,0,1997,2007,,,2002,,450,1,0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2010,US,1,450,beyond 5 points from treshold,1,0,0,0,p20: simple model,1,p20: st errors are clustered by firm,NA,0,0,1,P20: year fe,0,0,1,0,2.2789999999999999,404,2010,US,2002,US2002,1,0,0,0,5,0.05,1.4359550000000001,101.07906386375014,7.3470288824136948E-2,0
50,Rovnice,0,0,1,Cunat,2012,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1,The Journal of Finance,1.0500000000000001E-2,5.0200000000000002E-3,,,,20,1.0500000000000001E-2,5.0200000000000002E-3,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1,1.05,0.502,0,0,0,0,1,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p20: meeting t = 0 on whether the proposal passed,0,0,0,1,0,0,0,0,0,p7: Governance Proposals,0,0,0,1,0,0,0,0,0,0,0,0,0,success,1,0,0,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p20,0,0,0,0,1,0,1,p20: pass,p20,not mentoned,0,0,0,0,0,0,1,0,p7: governance proposals,0,1,0,0,0,0,0,0,0,1997,2007,,,2002,,183,1,0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2011,US,1,183,beyond 2 points from treshold,1,0,0,0,p20: simple model,1,p20: st errors are clustered by firm,NA,0,0,1,P20: year fe,0,0,1,0,2.2789999999999999,404,2010,US,2002,US2002,1,0,0,0,5,0.05,1.4359550000000001,101.07906386375014,7.3470288824136948E-2,0
50,Rovnice,0,0,1,Cunat,2012,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1,The Journal of Finance,1.3899999999999999E-2,7.5599999999999999E-3,,,,20,1.3899999999999999E-2,7.5599999999999999E-3,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1,1.39,0.75600000000000001,0,0,0,0,1,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p20: meeting t = 0 on whether the proposal passed,0,0,0,1,0,0,0,0,0,p7: Governance Proposals,0,0,0,1,0,0,0,0,0,0,0,0,0,success,1,0,0,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p20,0,0,0,0,1,0,1,p20: pass,p20,not mentoned,0,0,0,0,0,0,1,0,p7: governance proposals,0,1,0,0,0,0,0,0,0,1997,2007,,,2002,,91,1,0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2012,US,1,91,beyond 1 points from treshold,1,0,0,0,p20: simple model,1,p20: st errors are clustered by firm,NA,0,0,1,P20: year fe,0,0,1,0,2.2789999999999999,404,2010,US,2002,US2002,1,0,0,0,5,0.05,1.4359550000000001,101.07906386375014,7.3470288824136948E-2,0
50,Rovnice,0,0,1,Cunat,2012,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1,The Journal of Finance,1.3100000000000001E-2,4.9399999999999999E-3,,,,20,1.3100000000000001E-2,4.9399999999999999E-3,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1,1.31,0.49399999999999999,0,0,0,0,1,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p20: meeting t = 0 on whether the proposal passed,0,0,0,1,0,0,0,0,0,p7: Governance Proposals,0,0,0,1,0,0,0,0,0,0,0,0,0,success,1,0,0,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p20,0,0,0,0,1,0,1,p20: pass,p20,not mentoned,0,0,0,0,0,0,1,0,p7: governance proposals,0,1,0,0,0,0,0,0,0,1997,2007,,,2002,,3904,1,0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2013,US,1,3904,polynomial of order 4,1,0,0,0,p20: simple model,1,p20: st errors are clustered by firm,p20: polynomial of order 4,0,0,1,P20: year fe,0,0,1,0,2.2789999999999999,404,2010,US,2002,US2002,1,0,0,0,5,0.05,1.4359550000000001,101.07906386375014,7.3470288824136948E-2,0
50,Rovnice,0,0,1,Cunat,2012,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1,The Journal of Finance,1.2999999999999999E-2,5.0000000000000001E-3,,,,22,1.2999999999999999E-2,5.0000000000000001E-3,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1,1.3,0.5,0,0,0,0,1,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p22: meeting t = 0 on whether the proposal passed,0,0,0,1,0,0,0,0,0,p7: Governance Proposals,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p22,0,0,0,0,1,0,1,"p22: Day of vote, t",p22,not mentoned,0,0,0,0,0,0,1,0,p7: governance proposals,0,1,0,0,0,0,0,0,0,1997,2007,,,2002,,11884,1,0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2014,US,1,11884,"p22: Day of vote, t",1,0,0,0,p22: simple model,1,p22: st errors are clustered by firm,NA,0,0,1,"p22: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0,0,1,0,2.2789999999999999,404,2010,US,2002,US2002,1,0,0,0,5,0.05,1.4359550000000001,101.07906386375014,7.3470288824136948E-2,0
50,Rovnice,0,0,1,Cunat,2012,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1,The Journal of Finance,2E-3,4.0000000000000001E-3,,,,22,2E-3,4.0000000000000001E-3,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1,0.2,0.4,0,0,1,1,1,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"p22: One day later, t+1",0,0,0,1,0,0,0,0,0,p7: Governance Proposals,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p22,0,0,0,0,1,0,1,"One day later, t+1",p22,not mentoned,0,0,0,0,0,0,1,0,p7: governance proposals,0,1,0,0,0,0,0,0,0,1997,2007,,,2002,,11884,1,0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2014,US,1,11884,"One day later, t+1",1,0,0,0,p22: simple model,1,p22: st errors are clustered by firm,NA,0,0,1,"p22: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0,0,1,0,2.2789999999999999,404,2010,US,2002,US2002,1,0,0,0,5,0.05,1.4359550000000001,101.07906386375014,7.3470288824136948E-2,0
50,Rovnice,0,0,1,Cunat,2012,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1,The Journal of Finance,0.01,6.0000000000000001E-3,,,,22,0.01,6.0000000000000001E-3,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1,1,0.6,0,0,2,7,6,,0,2,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p22: Days t+2 to t+7,0,0,0,1,0,0,0,0,0,p7: Governance Proposals,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p22,0,0,0,0,1,0,1,Days t+2 to t+7,p22,not mentoned,0,0,0,0,0,0,1,0,p7: governance proposals,0,1,0,0,0,0,0,0,0,1997,2007,,,2002,,11884,1,0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2014,US,1,11884,Days t+2 to t+7,1,0,0,0,p22: simple model,1,p22: st errors are clustered by firm,NA,0,0,1,"p22: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0,0,1,0,2.2789999999999999,404,2010,US,2002,US2002,1,0,0,0,5,0.05,1.4359550000000001,101.07906386375014,7.3470288824136948E-2,0
50,Rovnice,0,0,1,Cunat,2012,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1,The Journal of Finance,1.4E-2,5.0000000000000001E-3,,,,22,1.4E-2,5.0000000000000001E-3,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1,1.4000000000000001,0.5,0,0,0,0,1,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p22: meeting t = 0 on whether the proposal passed,0,0,0,1,0,0,0,0,0,p7: Governance Proposals,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,p22: columns 2 and 5 it is abnormal returns computed using the market model,p22,0,0,0,0,1,0,0,"p22: Day of vote, t",p22,not mentoned,0,0,0,0,0,0,1,0,p7: governance proposals,0,1,0,0,0,0,0,0,0,1997,2007,,,2002,,11884,1,0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2015,US,1,11884,"p22: Day of vote, t",1,0,0,0,p22: simple model,1,p22: st errors are clustered by firm,NA,0,0,0,"p22: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0,0,1,0,2.2789999999999999,404,2010,US,2002,US2002,1,0,0,0,5,0.05,1.4359550000000001,101.07906386375014,7.3470288824136948E-2,0
50,Rovnice,0,0,1,Cunat,2012,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1,The Journal of Finance,4.0000000000000001E-3,4.0000000000000001E-3,,,,22,4.0000000000000001E-3,4.0000000000000001E-3,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1,0.4,0.4,0,0,1,1,1,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"p22: One day later, t+1",0,0,0,1,0,0,0,0,0,p7: Governance Proposals,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,p22: columns 2 and 5 it is abnormal returns computed using the market model,p22,0,0,0,0,1,0,0,"One day later, t+1",p22,not mentoned,0,0,0,0,0,0,1,0,p7: governance proposals,0,1,0,0,0,0,0,0,0,1997,2007,,,2002,,11884,1,0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2015,US,1,11884,"One day later, t+1",1,0,0,0,p22: simple model,1,p22: st errors are clustered by firm,NA,0,0,0,"p22: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0,0,1,0,2.2789999999999999,404,2010,US,2002,US2002,1,0,0,0,5,0.05,1.4359550000000001,101.07906386375014,7.3470288824136948E-2,0
50,Rovnice,0,0,1,Cunat,2012,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1,The Journal of Finance,7.0000000000000001E-3,7.0000000000000001E-3,,,,22,7.0000000000000001E-3,7.0000000000000001E-3,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1,0.70000000000000007,0.70000000000000007,0,0,2,7,6,,0,2,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p22: Days t+2 to t+7,0,0,0,1,0,0,0,0,0,p7: Governance Proposals,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,p22: columns 2 and 5 it is abnormal returns computed using the market model,p22,0,0,0,0,1,0,0,Days t+2 to t+7,p22,not mentoned,0,0,0,0,0,0,1,0,p7: governance proposals,0,1,0,0,0,0,0,0,0,1997,2007,,,2002,,11884,1,0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2015,US,1,11884,Days t+2 to t+7,1,0,0,0,p22: simple model,1,p22: st errors are clustered by firm,NA,0,0,0,"p22: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0,0,1,0,2.2789999999999999,404,2010,US,2002,US2002,1,0,0,0,5,0.05,1.4359550000000001,101.07906386375014,7.3470288824136948E-2,0
50,Rovnice,0,0,1,Cunat,2012,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,1,The Journal of Finance,2E-3,4.0000000000000001E-3,,,,22,2E-3,4.0000000000000001E-3,,,,"p19: 0.002—that is, 0.2% daily abnormal return)",,,1,0.2,0.4,0,0,1,1,1,,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"p22: One day later, t+1",0,0,0,1,0,0,0,0,0,p7: Governance Proposals,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,"p20: Abnormal returns are computed using the Fama–French and momentum factors from Carhart (1997).  - VW z Crahart, 1997",p22,0,0,0,0,1,0,1,"One day later, t+1",p22,not mentoned,0,0,0,0,0,0,1,0,p7: governance proposals,0,1,0,0,0,0,0,0,0,1997,2007,,,2002,,11884,1,0,p6: Riskmetrics on shareholders’ proposals from 1997 to 2016,US,1,11884,"One day later, t+1",1,0,0,0,p22: simple model,1,p22: st errors are clustered by firm,"p22: One vote passed, Two votes passed, Three votes passed, Four votes passed, Five votes passed, Six votes passed",0,0,1,"p22: All columns control for year fixed effects, firm-meeting fixeeffects, and distance-to-the-election effects;",0,0,1,0,2.2789999999999999,404,2010,US,2002,US2002,1,0,0,0,5,0.05,1.4359550000000001,101.07906386375014,7.3470288824136948E-2,0
